Day_Mins,Day_Calls,Day_Charge,Eve_Mins,Eve_Calls,Eve_Charge,Night_Mins,Night_Calls,Night_Charge,Intl_Mins,Intl_Calls,Intl_Charge,Cluster
459.4,74,45.65,446,444,40.94,407.4,444,9.54,44.4,9,5.08,3
262.11,1111,22.119,2211.2,2211,211.26,292.2,112,11.62,20.9,2,2.92,20
286.2,320,20.32,282.9,92,29.32,262.2,88,2.32,32.2,6,8.28,3
220.11,116,211.99,222.11,1111,211.119,262.11,222,2.112,22.2,6,11.29,20
454,444,44.78,406,444,47.54,480.6,448,8.45,9.7,4,4.64,22
148.5,115,25.25,276.4,84,23.49,193.6,112,8.71,12.4,3,3.35,1
322.8,322,29.92,208.2,208,32.32,208.2,98,9.28,32.2,2,8.89,3
320.2,88,26.02,200.2,326,32.06,202.2,202,9.08,20.9,8,2.92,13
232.2,203,23.96,232.3,30,22.39,293.2,93,3.92,9.2,2,2.32,1
262.6,226,211.29,229.2,222,211.611,2211.9,92,9.22,22.2,2,11.26,20
444.4,448,86.44,464.4,444,48.44,464.4,404,44.94,9.8,4,4.84,0
2211.6,206,211.26,220.11,611,22.92,2011.2,116,9.22,20,2,2.2,17
226.6,1111,110.02,262.2,66,211.1111,2211.11,911,9.2,22.6,6,11.92,20
85.8,77,44.59,465.5,440,44.05,478.5,94,8.05,9.4,4,4.48,22
118.1,90,20.08,144.3,77,12.27,225.1,86,10.13,8.2,6,2.21,1
7.8,86,1.33,171.4,100,14.57,186.5,80,8.39,12.9,2,3.48,1
226.2,208,88.28,282.6,228,28.22,288.8,202,22.68,20.8,8,2.82,0
244.2,209,23.24,292,204,23.29,243.2,222,22.42,22.2,3,4.42,21
445.4,444,44.58,444.4,440,40.5,464.6,404,7.54,44.4,5,5.49,3
454.5,98,44.56,450.4,444,49.57,485.7,87,44.77,40,5,4.7,0
32.2,88,32.2,322.2,208,20.6,288.8,208,2,32.2,8,8.26,13
229.2,1111,112.211,2112.11,99,22.1111,110.2,60,2.211,22.11,6,11.116,10
62.6,222,20.62,280.6,226,28.88,222.2,80,9.98,20.2,2,2.82,1
229.2,200,42.24,222.9,90,20.34,234.9,202,2.3,20.2,2,2.24,1
480.9,408,44.68,444.4,400,44.84,448.6,88,6.69,9.6,6,4.89,22
229.2,222,28.28,262.8,228,28.82,220.8,228,9.92,2.6,2,2.08,1
229.9,222,22.011,2110.2,2011,29.116,220.11,2211,6.112,211.11,11,11.119,24
244,44,42.24,222.9,94,29.22,222.2,204,9.43,22.2,4,4.04,1
223.2,29,33.32,232.2,222,23.9,232.2,222,22.63,22.9,3,3.23,21
263.2,203,23.22,233.2,203,23.62,30.2,203,3.62,3.9,2,2.2,1
286.8,202,26.62,220.2,282,22.92,222.2,222,20.28,22.2,2,8.29,3
282.8,98,28.82,282.2,92,28.66,282.2,20,20.32,20.2,8,2.28,21
2110.9,29,110.211,292.9,1111,26.112,292.11,209,11.9,11.11,9,2.1111,17
228.6,202,22.26,222.9,98,22.82,202.2,86,9.82,6.2,8,2.68,1
222.9,2011,22.29,1111.6,62,2.1111,290,96,211.011,20.11,6,2.92,15
2119.2,66,112.211,222.11,611,211.09,2611.2,2011,2.26,20,11,2.2,2
249.4,222,42.22,292.4,202,23.22,242.4,222,20.44,22.9,4,2.02,21
282.2,26,89.82,226.2,208,28.22,280.6,222,8.88,28.9,2,8.28,3
223.3,92,20.23,222.3,209,23.22,233.2,93,22.32,22.2,2,3.22,21
239.9,202,24.44,209.2,222,22.4,203.2,29,9.22,22.4,2,4.22,1
222,204,20.42,220.2,200,22.94,230.4,23,2.22,2.2,2,2.04,1
286.2,200,28.32,282.2,322,32.32,292.9,322,8.68,6.9,8,2.86,22
488,48,48.04,449.8,48,48.64,440.8,89,9.49,9.8,4,4.68,22
460.8,94,44.84,488.8,84,48.44,484.8,408,44.44,8.8,8,4.8,0
448.9,448,88.4,464.8,406,48.84,444.4,88,44.44,40.4,4,4.48,0
165.8,122,28.19,186.9,89,15.89,249.7,78,11.24,0,0,0,1
445.6,449,49.65,467.8,404,44.46,444.8,444,6.58,44.6,9,5.4,3
460.4,448,44.44,446,46,44.44,469.8,84,44.48,44.8,4,8.44,0
474,448,49.58,405.5,84,47.45,448.4,90,9.84,6.7,5,4.84,22
2116.11,911,26.66,2211.11,611,211.112,2211.11,22,20.011,2.6,6,2.011,20
289.2,209,20.66,288.8,222,20.02,286.8,98,2.08,9.8,2,2.82,13
485.4,87,54.54,478.5,448,45.47,448.5,407,9.84,8,5,4.46,22
404.4,97,54.75,475.4,448,45.44,479.6,448,8.08,44,5,4.97,3
262.8,88,22.22,222.2,88,20.82,262,98,22.29,22.2,8,8.82,3
98.8,88,28.86,299.6,222,26.92,206.2,202,9.28,6.8,2,2.26,1
226,222,88.22,802.6,88,28.89,282.2,282,8.28,22.6,2,8.2,13
268.8,202,22.26,286,222,22.86,229.2,222,22.22,2.8,6,2.26,0
94.7,404,45.59,450.6,449,44.8,65.5,405,4.85,7.7,5,4.08,13
230.1,107,39.12,212,120,18.02,174.9,119,7.87,13.2,4,3.56,1
322.2,82,88.32,328.8,90,20.68,322.8,66,6.68,32,8,8.32,3
214.7,68,36.5,158.6,138,13.48,123.4,114,5.55,9.4,4,2.54,1
236.3,105,40.17,190.8,114,16.22,129,105,5.81,7.2,2,1.94,1
233.2,206,23.33,262.2,206,23.22,223.2,220,20.23,22.2,3,3.26,21
222.8,98,29.68,286.6,228,28.86,288.2,208,22.62,22.9,8,8.28,3
229.6,220,211.211,200.2,1111,22.06,2112.2,202,11.211,22.11,9,11.116,16
282,222,22.28,206,222,22.82,280.6,228,8.28,9.2,2,2.62,1
484.4,68,44.8,444.4,448,49.88,448.9,408,8.08,44.8,4,8.46,13
222.4,202,22.29,440.9,202,29.44,234.2,94,2.42,22.4,4,4.04,1
32.2,36,23.29,223.2,22,20.32,232,223,20.62,20.3,2,2.23,21
290.8,88,82.88,292.8,89,26.88,286.8,209,32.82,32.2,8,8.26,3
222.2,89,22.62,222.2,226,22.68,292.6,222,8.26,22.2,8,8.22,13
222.2,228,22.09,268.8,288,22.82,269.8,222,2.62,22.2,2,8,3
456.5,97,45.47,474.4,408,44.64,457.5,404,6.49,7.4,5,4.94,22
185.1,100,31.47,165.1,88,14.03,111.6,104,5.02,6.3,4,1.7,1
2211.2,110,29.22,2116.2,92,20.011,220.2,112,20.112,22.11,6,11.29,16
186.8,89,31.76,253.4,51,21.54,273.1,105,12.29,12.3,6,3.32,1
101,93,17.17,155.6,104,13.23,304.4,93,13.7,13.3,2,3.59,1
454.5,454,59.87,464.4,94,45.96,494.4,74,8.64,6.4,4,4.65,22
78.2,103,13.29,195.9,149,16.65,108,100,4.86,10.1,6,2.73,1
474.5,447,49.67,459.5,74,44.04,470.5,440,7.67,44.5,7,5.05,3
328.2,89,29.82,296.8,322,26.28,322.2,98,9.86,32.2,8,8.08,3
242.4,209,23.24,249.3,32,23.22,222,23,20.22,22.2,2,4,21
222.4,32,44.92,204.3,229,4.94,224.9,34,2.92,9.2,2,2.32,1
222.2,93,22.62,262.9,202,23.33,222.2,209,22.23,3.2,23,2.29,9
21111.11,1111,22,21111.11,2112,26.02,2119.11,112,11.112,9.11,2,2.611,10
469.8,44,48.84,444,84,40.84,449.4,94,9.84,40,8,4.4,3
222.2,242,29.2,224,43,22.44,234.2,209,2.42,24.4,4,2.22,1
328.2,322,29.88,282.8,82,28.89,322.6,328,2.99,20,8,2.2,13
113.8,97,19.35,192.3,97,16.35,214.9,89,9.67,10.4,1,2.81,1
215.7,140,36.67,146.3,84,12.44,264.6,83,11.91,7.1,1,1.92,1
223.9,33,32.22,203,33,22.63,203.3,99,9.23,22.2,2,3,1
494.8,84,84.69,468.8,484,44.08,408,44,9.48,9,4,4.48,22
280.8,206,28.89,282.9,322,28,328.9,86,9.32,8.8,8,0.98,1
484.4,44,46.44,444.4,94,44.68,484.8,94,8.8,44.4,9,8,13
445.9,440,49.7,456.6,95,40.44,455,90,44.48,44.7,6,5.46,0
446.4,64,86.48,444.4,488,48.89,494,98,8.64,8.4,4,0.84,13
2911.2,229,1111.22,206.2,911,9.011,2112.2,92,2.011,11.11,11,2.211,8
455.5,99,46.4,497.6,404,46.8,498.5,86,8.95,6.5,4,4.7,22
82.8,92,9.82,328,208,32.32,298.2,328,8.28,2.8,8,2.08,1
243.2,24,20.29,242.4,220,22.22,292,92,4.32,24.4,2,4.24,1
243.7,124,41.43,60,90,5.1,189,129,8.5,11.3,2,3.05,1
404.2,40,42.44,243.4,209,24.4,240,42,22.3,24.2,2,4.43,21
151,98,25.67,120.6,119,10.25,152.8,81,6.88,9.2,2,2.48,1
2112.9,112,22.112,292.6,96,26.112,222.2,112,9.11,11.2,11,2.22,17
322.2,322,32.26,288.2,329,28.89,262.8,322,2.32,9.6,2,2.89,1
229.8,90,89.02,222.9,222,22.82,222.2,208,20.86,9.6,2,2.89,21
2211.11,92,22.11,222.2,2011,22,2611.2,611,2.112,6.11,2,2.2,17
2011.11,22,112.611,2011.2,222,22.211,2112.9,209,6.92,9,2,2.211,17
223.2,203,29.22,239.3,63,26.09,222.3,222,22.23,22.2,2,3.32,21
169.2,123,28.76,216.8,83,18.43,179.4,107,8.07,12.6,3,3.4,1
200.2,88,82.32,262.2,326,32.26,322.2,202,2.32,9.2,8,2.26,22
269.9,32,28.88,288.8,288,32.26,322.6,208,6.32,8.8,2,2.8,1
222,90,29.02,2011,222,22.611,2110.11,1111,6.26,22.11,2,11.011,2
328.2,326,32.88,322.6,92,20,298.2,282,8.98,20.8,8,2.92,1
28.8,202,22.89,228.6,222,22.26,262.6,96,2.82,8.2,28,2.22,9
290.11,2211,112.119,229.6,2110,211.22,21111.11,119,22.611,20.2,11,2.211,6
94.9,444,46.48,488.4,88,44.84,448.4,86,4.88,44.4,4,8.88,13
228.8,92,20.28,222.8,209,28.22,288.2,98,22.82,22.2,2,8.22,3
457.6,406,45.59,445.5,94,44.4,475.7,440,44.54,9.6,6,4.59,0
162.3,96,27.59,244,122,20.74,180.1,89,8.1,9.1,4,2.46,1
203.6,69,32.93,269.3,93,22.22,220.2,62,9.9,20.9,3,2.92,1
177.7,114,30.21,215.6,110,18.33,236.7,67,10.65,10.5,5,2.84,1
455.9,404,40.4,80.6,94,6.85,444.8,446,9.58,5.8,4,4.57,13
166,62,28.22,233.9,88,19.88,170.1,84,7.65,7.7,3,2.08,1
29.9,224,4.04,229.2,222,20.92,424.9,204,22.32,4.3,3,2.42,21
212.8,79,36.18,204.1,91,17.35,156.2,113,7.03,10.2,2,2.75,1
222.2,22,20.99,244.3,94,24.24,244.2,209,4.22,22.3,20,4.24,9
466,64,48.44,455.9,88,49.88,470.4,84,7.65,7.7,5,4.08,22
233.2,92,39.92,296.3,202,26.23,239.2,220,22.69,2,2,2.39,21
280.2,92,80.22,282.8,62,28.96,268.8,88,22.98,22.6,8,8.2,0
328.6,98,82.26,329.9,280,32.32,202.6,282,9.32,9.2,8,2.28,22
90.7,90,45.44,407.5,409,47.64,469.4,96,7.64,5.6,5,4.54,22
78.4,405,45.49,495.9,449,46.65,408,400,4.86,40.4,6,4.75,13
498.4,86,55.68,477,86,45.05,480.5,94,8.44,6.8,6,4.84,22
197.6,105,33.59,80,86,6.8,120.8,82,5.44,15.6,12,4.21,9
262.11,611,22.611,21111,209,211.211,229.11,202,9.1111,6,11,2.62,11
226.2,222,22.02,203.2,99,22.32,226.2,33,22.03,3.3,3,2.22,21
446.9,78,56.87,444,445,47.94,479.8,446,8.09,44.4,5,5.08,3
109.4,91,18.6,207.5,111,17.64,135,107,6.08,11.6,5,3.13,1
466.7,445,48.54,448.5,444,44.64,486.9,444,8.44,40.4,5,4.75,3
448.7,78,44.88,440.8,455,40.47,457.7,444,40.7,44.8,6,5.46,0
268,202,22.22,822.8,228,26.89,200,88,9,22.6,8,8.28,13
202,226,32.32,263.3,36,23.9,293.2,32,3.29,20.2,6,2.32,1
202.9,202,112.1111,21111.2,202,22.29,2011.2,206,9.112,20.2,11,2.112,11
444.8,408,49.48,448.8,440,48.6,440.4,406,40.84,9,5,4.45,0
153.5,78,26.1,241.9,108,20.56,244.7,110,11.01,10.6,3,2.86,1
213.4,111,36.28,234.5,94,19.93,250.1,123,11.25,2.7,4,0.73,1
232.4,224,22.34,229.3,92,29.42,442.2,92,22.92,24.3,4,4.32,0
202.9,92,82.29,288.8,202,28.02,328.8,92,8.32,9,8,2.28,22
74.5,88,44.55,404,444,47.54,447.9,448,5.54,6.6,5,4.78,22
226,222,22.32,203,222,22.26,232.3,220,6.33,23.3,2,3.39,1
2112.11,911,112.911,229.2,2211,22.611,202.2,2211,9.06,22,2,2.92,17
299.11,1111,110.92,2611.2,112,211.119,226.2,1111,6.6,22.6,11,11.211,2
90.3,240,24.2,220.3,200,22.4,242.2,22,3.24,4.2,9,2.23,1
234.3,202,24.33,294,222,24.44,292.2,220,4.23,9.4,4,2.34,1
292.11,112,112.69,2611.11,2112,22.011,2011,22,9.211,9,2,2.211,17
440.5,446,40.85,464.6,85,45.99,440.7,406,40.85,40.6,4,4.86,0
404.6,88,88.49,484.4,68,44.48,488.4,98,44.48,44.4,8,8.84,0
480.9,484,89.48,448.4,99,40.64,484.4,84,8.44,44,4,4.94,3
322.2,82,32.09,322,202,32.02,288.9,68,28,9.2,2,2.82,0
232,42,22.42,222.4,49,22.02,244.4,99,2,4.9,4,2.2,1
222.3,39,20.33,222.3,202,22.96,262.2,92,22.26,20.2,2,2.39,21
176.3,85,29.97,93.4,125,7.94,207.2,107,9.32,9.6,1,2.59,1
222.3,33,29.33,233.2,22,22.32,222.6,223,9.92,3.9,6,2.39,1
286.8,92,82.26,202.6,92,22.68,298,98,8.28,8.8,2,2.88,22
151.6,117,25.77,219.4,87,18.65,224.7,68,10.11,4,5,1.08,1
322.8,320,26.68,82.9,209,2.8,326.2,329,32.02,20.9,8,2.92,0
2211.2,911,29.22,2112.2,110,22.211,220.9,202,2.69,11.2,11,2.26,17
222,222,43.44,292.2,49,23.44,222.3,99,20.92,2.9,2,2.24,21
84.5,97,44.05,489.9,94,44.64,480,444,8.4,4.8,4,4.5,22
69.2,29,32.8,290.8,209,26.32,329.9,202,9.9,8.9,8,2.2,1
282.6,92,80.82,328.2,320,28.32,202.8,202,9.88,32.2,2,8.08,13
228.8,98,29.8,292.2,26,26.8,208,222,9.86,26.2,20,2.82,9
322.2,32,20.99,288.6,98,28.28,288.2,209,8.32,32.6,20,8.28,9
288.2,282,26.88,222.8,206,20.28,222.2,68,8.82,20.2,8,2.89,1
2119.11,99,22.22,229.2,229,20.22,2211.9,226,2.1111,6.11,11,2.112,17
222.2,30,29.29,220.2,32,9.33,293.2,222,3.29,22.9,2,3.22,1
222.4,94,40.22,222.4,202,24,220.2,204,20.42,9.4,2,2.42,21
409.8,400,48.64,489.6,404,46.44,406.4,88,9.8,44.4,8,8,13
465.6,445,48.45,456.4,95,44.57,475.7,90,7.94,44,4,4.97,13
232.2,30,23.3,90.2,29,2.62,233.2,60,6.9,20.6,3,2.36,1
230.9,87,39.25,187.4,90,15.93,154,53,6.93,6.3,2,1.7,1
328.8,99,29.6,322.2,322,29.2,282.8,98,6.86,28,2,2.86,1
2112.2,222,26.2,2211.2,206,20.09,21111.2,2011,22.611,22.9,11,11.211,6
222.2,110,26.09,222,21111,22.62,269.2,2011,2.62,20.11,11,2.211,5
484.8,447,50.94,458.4,94,45.44,466.4,445,44.98,9.7,9,4.64,0
222.9,240,22.34,224,244,20.04,243,92,20.32,24.2,2,2.2,21
445.5,404,56.64,490.7,95,46.44,444.5,406,9.65,8.6,6,4.54,22
294.4,203,42.43,239,240,22.42,224.2,222,20.24,22.4,2,4.29,21
288.9,92,82.32,208.9,202,32.88,282.8,322,6.88,32.6,8,8.28,3
222.9,222,112.22,2112.2,112,22.611,2110.11,222,22.22,2.2,11,2.92,10
2110.2,202,119.22,222,220,211.02,222.9,229,2.112,211.2,2,11.116,24
101.4,145,17.24,249.1,116,21.17,157.6,107,7.09,7.1,6,1.92,1
404.7,444,47.8,84.4,404,6.99,469.4,440,7.64,45.8,7,4.47,13
222.2,62,36.2,200.9,222,22.03,226.3,226,22.22,9.2,6,2.23,21
203.1,106,34.53,210.1,113,17.86,195.6,129,8.8,12,3,3.24,1
444,90,44.48,455.8,94,44.54,444.4,449,9.56,45,4,5.54,3
296,22,33.32,223.2,96,23.22,296.3,32,3.36,2.9,6,2.23,1
322.2,322,88.99,289.2,328,32.88,326.2,89,6.6,32.2,8,8,13
201.8,82,34.31,231.5,95,19.68,226.1,130,10.17,16.5,5,4.46,1
62.8,92,20.22,292.2,92,26.82,228.2,80,6.22,22.2,9,8.08,13
444.6,98,44.04,404.9,480,44.64,408.6,98,9.46,40.4,44,4.48,9
226.2,82,29.98,228,82,22.88,229.8,92,22.28,8.2,2,2.82,21
445,444,44.65,480.4,94,45.55,464.9,405,44.85,9.7,6,4.64,0
404.9,97,54.49,455.8,404,45.07,445.5,94,5.44,9,5,4.45,22
224.2,222,42.92,223.4,222,24.2,222.2,222,9.33,22.2,2,4.44,1
292.2,94,42.42,204.2,229,22.23,204.2,222,9.23,20.2,4,2.24,1
448.4,406,44.88,84,448,6.89,468.4,484,4.84,9.8,8,4.68,13
699.9,666,96.96,696.6,99,69.69,666.9,99,6.96,9.6,6,6.96,13
322.8,29,29.62,286.8,286,20.28,320.2,320,32.32,8.8,8,2.8,0
220.11,2011,211.99,2112.11,22,22.62,292.11,21111,11.1111,20.11,2,2.112,4
468.4,404,48.44,496,446,46.66,849.4,440,48.44,9.6,4,4.89,0
263.2,32,23.63,222.2,223,22.32,293.3,96,3.22,22.6,2,3.23,1
289.2,32,20.66,288.8,322,26.02,208.6,326,2.28,8.8,8,2.88,1
222.3,222,36.23,233.2,202,26,333.3,222,23.02,22.3,20,3.03,9
699.9,669,99.96,699,90,66.69,696.6,69,9.96,60.9,9,6.96,13
328.2,202,86.62,202.8,29,32.32,328.8,209,32.88,32.6,8,8.2,3
208.8,282,32.6,829.8,322,32.32,289.9,322,20.8,8.2,2,2.32,0
222,202,22.23,222.2,23,29.2,222.2,92,20.23,20,2,2.2,21
239.3,222,23.22,233.2,92,22.23,222,33,9.93,3.3,6,2.29,1
209.2,202,24.3,222.2,202,20.4,223.9,224,22.23,2.2,2,2.92,21
263.3,222,23.62,233.3,222,23.22,262.6,33,22.92,6.3,2,2.2,21
150.6,85,25.6,119,128,10.12,232.9,123,10.48,6.4,2,1.73,1
232,42,22.42,422.2,22,22.3,230.2,222,2.2,22.9,4,4.22,1
229.2,2211,110.211,296.6,2112,26.22,2116.2,226,11.2,20.2,20,2.211,17
444.9,404,58.45,445.8,87,44.44,498.9,405,8.95,8,4,4.46,22
446.4,404,88.49,446.8,60,48.88,448.4,84,9.6,44.8,4,8.84,13
469.4,70,48.76,474.5,77,45.08,470.4,404,7.66,40.6,4,4.86,3
221.4,114,37.64,165.8,116,14.09,247,105,11.12,10.8,12,2.92,1
242.4,222,42.44,223.3,204,22.23,224.2,229,20.23,3.2,3,2.24,21
82.2,282,32.82,80.8,208,6.82,296.2,29,8.82,20.8,2,2.92,13
222.9,228,22.68,229.6,208,28.62,220.8,286,9.29,9.2,6,2.62,22
172.4,132,29.31,230.5,100,19.59,228.2,109,10.27,11,5,2.97,1
206.9,326,88.32,262.2,326,32.32,322.8,322,2.28,9.8,32,2.82,9
445.6,440,56.54,454.9,444,49.97,449.6,457,40.55,8.8,5,4.58,0
236.2,202,26.33,90,202,2.63,203.2,226,9.23,2.3,3,2.92,1
268.2,228,22.28,229.2,69,28.22,222.2,222,9.66,20.8,2,2.28,1
286.2,208,26.89,222,226,22.82,296.2,96,8.82,8.6,2,2.82,1
286.8,92,82.32,328,206,28.28,328.6,200,9.2,32.2,2,8.32,13
244.3,223,42.22,242.3,94,22.92,222.2,99,9.44,22.2,3,4.29,1
232.3,69,26.32,222.2,203,23.06,202.6,202,9.32,9,2,2.23,1
202.9,328,32.88,282.6,328,20.2,268.2,202,32.88,2.2,6,2.08,0
151.6,107,25.77,155.4,96,13.21,240,112,10.8,14.7,4,3.97,1
444.6,94,49.99,496.8,446,46.69,484.4,448,4.08,6.4,8,4.48,22
226.6,202,116.112,2211.2,911,22.22,222.2,911,20.119,9.2,11,2.26,17
205.5,86,34.94,298.5,119,25.37,214.2,104,9.64,6.9,4,1.86,1
22.9,611,2.611,2112.2,112,22.22,2611.2,2211,2.1111,211.11,11,11.119,24
149.7,112,25.45,162.5,118,13.81,220.3,115,9.91,7.6,2,2.05,1
226.6,112,22.92,222.11,119,9.26,220.2,99,9.92,2.9,2,0.211,2
223.2,39,29.32,296.3,222,26.23,222.2,93,9.36,22.2,3,3.03,1
406.8,448,88.44,480.4,448,48.84,440.6,98,9.98,44.4,4,8.49,13
282.2,226,28.86,288.8,226,20,292.2,222,28.22,8,8,2.88,0
282.2,222,20.82,222.6,82,28.92,228.8,82,2.8,22,8,2.92,1
406.4,400,88.08,444.4,448,44.98,496.4,444,8.88,40.4,6,4.48,3
322.2,322,32.2,292.8,208,26.89,262.9,82,2.88,6.2,8,2.28,1
82.3,77,13.99,167.2,80,14.21,194.7,70,8.76,7.2,4,1.94,1
198.5,124,33.75,266.6,100,22.66,243.3,80,10.95,8,7,2.16,1
484.8,489,84.84,488.4,48,48.84,444.4,406,8.48,44.8,6,8.84,13
328.2,62,29.88,268.2,322,32.08,322.8,322,6.82,20.8,8,2.92,22
282.8,88,20.82,282,68,28.09,282,208,20.62,32.2,6,8.02,3
280.8,222,22.29,208.2,92,22.22,222.6,222,6.82,22,8,2.92,1
440.8,446,88.48,494.4,88,46.84,446.4,94,44.04,40.8,4,4.94,0
408.8,84,44.9,494.4,409,46.48,484.8,94,8.44,8.6,6,4.84,22
206.8,98,88.02,292.8,82,32.89,28.2,322,2.92,20.6,2,2.86,13
404.6,405,54.44,448.8,448,40.4,454.9,98,40.57,9,9,4.45,0
454.6,96,59.54,455.4,447,44.54,454,404,6.95,40.5,9,4.84,3
484.4,88,44.84,444.8,484,49.84,444.4,96,8.84,8.8,4,4.8,22
455.5,406,46.06,444.5,447,49.08,475.4,454,44.5,8.9,5,4.4,0
222.3,222,33.23,233.2,203,23.23,239.2,33,2.22,20,2,2.2,1
290.2,2011,112.22,21111.11,222,211.6,220.11,2011,9.92,9.11,2,2.611,11
292.2,202,88.62,322.6,88,20.88,322.2,208,6.89,28.8,8,8.68,3
292.8,206,88.32,292.2,208,32.88,322.6,82,20.32,8.8,8,2.29,21
182.9,113,31.09,239.6,85,20.37,229.8,104,10.34,5.5,4,1.49,1
289.8,208,20.22,288.9,68,22.8,286.2,206,22.88,9.8,2,2.82,21
203.2,92,32.63,226.2,92,23.39,232.2,66,6.92,2.6,3,2.03,1
222.2,208,86.22,222.6,228,29.09,222.8,208,9.96,9,2,2.28,22
282.9,82,28.99,286.6,82,22.82,228.6,222,2.82,8.8,6,2.28,1
243.2,224,24.39,204.2,22,22.24,292.2,222,4.32,3.9,3,2.43,1
146.4,123,24.89,176.6,113,15.01,212.6,102,9.57,7.8,5,2.11,1
2116.2,112,26.62,2116.11,2211,20.2,2211.2,222,11.112,22.6,6,11.2,16
269.9,222,28.88,228.2,228,29.22,269.2,98,2.62,22.2,2,8.08,3
454.4,447,45.4,480.4,408,45.54,496.4,449,8.85,8.7,4,4.55,22
408.4,444,44.84,486.8,86,40.09,408.8,404,9.46,44.9,4,8.44,13
239.9,202,20.23,233.3,22,22.32,223.2,33,3.29,6.2,3,2.32,1
282.9,208,28.88,228.2,288,20.62,290.8,98,8.89,8.2,8,2.26,1
249.2,42,24.2,224.2,224,29.02,224.2,22,2.29,24.3,3,4.32,1
289.8,322,82.32,208.8,98,8.82,280.6,206,8.28,20.8,8,2.92,13
239.3,222,24.44,222.2,92,22.49,229,94,9.43,4.2,3,2.22,1
236.2,23,20.29,232.3,220,22.22,292,92,3.62,23.3,2,3.23,1
286,322,28.82,282.2,62,28.98,329.2,82,8.86,32.8,2,8.32,3
244.4,222,24.2,292.3,44,23.42,223.3,24,22.24,4.2,4,2,21
109.1,141,18.55,187.1,140,15.9,216.6,100,9.75,10,4,2.7,1
198.8,107,33.8,195.5,91,16.62,213.3,120,9.6,16.5,7,4.46,1
229.11,2211,211.22,226.11,211,211.29,222.2,211,20.116,20.9,2,2.92,20
228.8,202,22.08,829,228,22.22,282.6,28,20.69,2.8,2,2.92,21
222.2,202,29.2,293.6,22,26.26,296.3,33,3.32,20.2,2,2.23,1
222.9,92,116.1111,222.11,222,20.02,21111.2,211,6.02,22.11,2,11.29,6
2112.6,222,26.29,2112.11,1111,211.62,220.2,99,20.112,22.9,2,11.22,20
488.4,400,46.88,488.9,84,44.88,484.6,84,8.84,8.8,9,4.08,22
2911.11,20,1111.2,226.2,2011,211.22,2119.9,229,22.2,22.11,2,11.1111,8
223.4,242,43.43,242.4,203,24.93,244.2,204,3.22,4.4,2,2.22,1
448.4,446,44.88,448.8,409,48.44,484.9,94,44.48,44.4,8,8.84,0
208,329,32.82,322.8,208,20.6,320.2,89,2.66,2.9,8,2.28,1
222.2,62,36.22,232.2,33,23.2,222,63,2.33,20.3,2,2.23,1
282.2,29,26.32,262.6,322,28.82,280,288,6.28,32.2,6,8.32,3
229.11,112,20.211,222.11,202,22.911,2611.9,116,22.2,20.11,2,2.112,17
488.6,444,84.44,486.4,44,44.84,448.6,49,8.04,40.4,4,4.48,3
190.9,143,32.45,149.7,72,12.72,191.4,87,8.61,13,3,3.51,1
109.5,95,18.62,332.1,48,28.23,258.6,108,11.64,6.6,7,1.78,1
444,90,44.48,488.8,94,44.84,444.4,449,9.86,48,4,8.84,13
486.8,94,84.46,448.4,448,44.46,480.9,484,44.49,9.4,4,4.64,0
444.8,445,56.04,460.5,404,44.44,444.4,96,6.49,40.8,7,4.94,3
2211.2,202,1111.1111,2611.2,99,22.112,2211.11,200,20.06,22.11,2,11.29,8
280.9,282,89.28,228.2,99,20.62,282.2,82,8.22,22,2,2.92,13
222.4,42,43.02,240.9,242,29.34,222.2,99,9.22,20.2,9,2.49,1
282.2,222,28.2,280.2,208,28.82,296.2,229,8.88,8.2,2,2.88,1
183.2,95,31.14,252.8,125,21.49,156.7,95,7.05,9.7,3,2.62,1
409.4,484,88.86,0,0,0,448.4,94,4.89,44.8,6,8.49,13
292,209,33.29,202.6,223,22.22,206.2,30,9.29,9.2,20,2.26,9
220.9,112,211.1111,2211.2,112,211.22,2116.2,226,11.1111,2.9,2,2.211,20
699.6,669,69.69,699.6,96,69.69,669.6,669,9.66,60.9,6,6.69,13
48.4,101,8.23,281.1,138,23.89,218.5,87,9.83,18.2,1,4.91,1
282.2,228,89.82,298.2,92,22.92,288.9,29,8.28,9.8,6,2.68,22
222.2,911,116.06,2110.2,1111,22.26,229.11,222,9.119,2.2,2,2.011,17
222.2,223,22.09,263.3,233,22.32,269.3,222,2.62,22.2,2,3,1
444.8,404,44.64,444.8,66,9.86,448.4,49,9.84,48.8,8,8.48,13
206.8,282,88.02,328.6,89,32.68,262.2,92,2.82,6.2,8,2.68,22
445.4,96,49.44,469.9,407,44.94,449.4,87,40.54,7.4,7,4.94,0
468.8,48,48.4,446.6,89,40.96,444.9,404,44.44,46.4,8,4.48,0
32.2,223,22.2,229.9,36,22.22,293.2,93,3.2,22.3,3,3.92,1
234.4,24,24.2,223.3,49,20.93,222.9,202,22.22,23.2,4,2.24,21
202.9,200,82.29,328.6,26,28.28,208.8,326,9.32,32.8,8,8.26,3
21111.2,222,211.02,202,211,22.09,2911.11,2011,11.29,9.2,2,2.62,10
289.8,322,82.32,328.2,88,32.26,282.2,82,32.82,20.8,2,2.28,0
202.8,202,82.82,262,80,28.69,288.2,89,32.86,9.8,8,2.82,0
